id,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price
51980073,Riley Park,Entire home/apt,2,,1,,195
51982771,Kitsilano,Entire home/apt,2,1,0,1,195
51988204,Downtown,Entire home/apt,5,2,2,3,195
52014961,Victoria-Fraserview,Entire home/apt,4,2,2,2,195
52028010,Renfrew-Collingwood,Private room,1,1,1,1,195
52052930,Downtown,Entire home/apt,6,2,2,0,195
52078383,Victoria-Fraserview,Entire home/apt,6,,3,,195
52078423,Victoria-Fraserview,Entire home/apt,2,,1,,195
52090070,Hastings-Sunrise,Entire home/apt,6,,4,,195
52112673,West End,Entire home/apt,3,1,1,2,196
52164791,West End,Entire home/apt,2,,1,,196
52246368,Strathcona,Entire home/apt,2,1,1,1,196
52248459,Downtown,Entire home/apt,4,1,1,2,196
52269475,Downtown,Entire home/apt,4,2,1,3,196
52290090,Kensington-Cedar Cottage,Entire home/apt,4,,1,,196
52300451,Downtown,Entire home/apt,3,1,2,2,196
52319518,Downtown,Entire home/apt,4,1,1,2,196
52321610,Grandview-Woodland,Entire home/apt,5,1,2,2,196
52352286,West End,Entire home/apt,7,2,3,3,197
52353085,Renfrew-Collingwood,Entire home/apt,2,1,1,1,197
52383437,West End,Entire home/apt,2,1,0,1,197
52385091,Downtown Eastside,Entire home/apt,2,1,1,1,197
52389678,West End,Entire home/apt,4,2,2,2,197
52406989,Downtown,Entire home/apt,6,2,2,4,197
52421120,Mount Pleasant,Entire home/apt,2,,1,,197
52444764,Kensington-Cedar Cottage,Entire home/apt,2,1,1,2,197
52446690,Sunset,Entire home/apt,5,1,2,2,197
52471789,Grandview-Woodland,Entire home/apt,3,,1,,197
52474433,Kitsilano,Entire home/apt,3,1,1,2,197
52474696,Riley Park,Private room,2,1,1,1,197
52475121,Sunset,Entire home/apt,16,4,5,9,197
52477307,Mount Pleasant,Entire home/apt,3,1.5,1,1,198
52477526,Fairview,Entire home/apt,2,1,0,0,198
52491262,Renfrew-Collingwood,Entire home/apt,4,1,2,3,198
52496643,Riley Park,Entire home/apt,10,2,4,4,198
52515788,Downtown,Entire home/apt,3,1,1,1,198
52516564,Downtown,Entire home/apt,3,1,2,2,198
52519128,Hastings-Sunrise,Entire home/apt,4,1,1,4,198
52554167,Downtown Eastside,Entire home/apt,4,1,1,2,198
52563323,Downtown Eastside,Entire home/apt,2,1,1,1,198
52572961,Hastings-Sunrise,Entire home/apt,2,1,1,1,198
52585480,Riley Park,Entire home/apt,2,1,0,0,198
52594124,Kitsilano,Entire home/apt,4,1,2,2,198
52596989,Mount Pleasant,Entire home/apt,4,2,2,2,198
52620322,Riley Park,Entire home/apt,5,2,2,2,198
52638952,Mount Pleasant,Entire home/apt,1,1,1,1,198
52639645,West End,Entire home/apt,3,,,,198
52640140,Downtown,Entire home/apt,4,2,2,2,198
52641610,Downtown,Entire home/apt,2,1,1,0,199
52669221,Downtown,Entire home/apt,2,,1,,199
52671247,Downtown,Entire home/apt,6,2,2,2,199
52672845,Downtown,Entire home/apt,4,1,1,2,199
52706178,Kitsilano,Private room,2,1.5,1,0,199
52708672,Hastings-Sunrise,Entire home/apt,4,,2,,199
52721235,Downtown,Entire home/apt,5,,1,,199
52740070,Killarney,Entire home/apt,2,1,2,1,199
52740677,Hastings-Sunrise,Entire home/apt,7,2,3,5,199
52751384,Downtown,Entire home/apt,2,1,1,1,199
52762458,Hastings-Sunrise,Entire home/apt,4,1,2,2,199
52772627,West End,Entire home/apt,3,1,1,0,199
52774096,Renfrew-Collingwood,Entire home/apt,2,1,1,1,199
52781204,Dunbar Southlands,Entire home/apt,4,2,2,3,199
52781880,Downtown,Entire home/apt,4,1,1,3,199
52795536,Strathcona,Entire home/apt,3,,2,,199
52805065,Kitsilano,Private room,1,1.5,1,1,199
52820683,Downtown,Entire home/apt,2,1,1,2,199
52823029,Kitsilano,Entire home/apt,2,1,1,1,199
52825942,Mount Pleasant,Entire home/apt,4,,1,,199
52826298,Downtown,Entire home/apt,2,1,0,0,199
52843541,Riley Park,Entire home/apt,2,1,1,0,199
52855864,Renfrew-Collingwood,Entire home/apt,7,2,3,4,199
52922381,Fairview,Entire home/apt,5,2,2,2,200
52924224,Hastings-Sunrise,Private room,1,1,1,1,200
52927077,Renfrew-Collingwood,Entire home/apt,8,2,3,3,200
52935965,Mount Pleasant,Entire home/apt,5,2,2,2,200
52940209,Downtown,Private room,1,1,1,1,200
52972435,Downtown,Entire home/apt,2,1,1,1,200
52990221,Downtown,Entire home/apt,2,1,0,1,200
53016999,Downtown,Entire home/apt,3,1,0,2,200
53029237,Mount Pleasant,Entire home/apt,5,1,2,3,200
53046207,West End,Entire home/apt,4,1,1,2,200
53052416,Grandview-Woodland,Entire home/apt,3,,2,,200
53063505,Kitsilano,Entire home/apt,6,2.5,3,3,200
53063850,Downtown Eastside,Entire home/apt,2,1,1,2,200
53066164,Downtown Eastside,Entire home/apt,2,1,1,1,200
53082021,Downtown,Entire home/apt,2,1,1,1,200
53094754,Kitsilano,Entire home/apt,3,1,2,0,200
53106702,Victoria-Fraserview,Entire home/apt,2,1,1,2,200
53149977,Mount Pleasant,Entire home/apt,5,2,2,2,200
53151153,Downtown,Entire home/apt,6,2,2,2,200
53172196,West End,Entire home/apt,2,1,1,1,200
53172876,West End,Entire home/apt,3,1,1,1,200
53174283,Oakridge,Entire home/apt,1,1,1,1,200
53174480,Kensington-Cedar Cottage,Entire home/apt,2,1,1,1,200
53188469,Downtown,Entire home/apt,5,2,3,3,200
53199179,West End,Entire home/apt,4,2,2,3,200
53199386,West End,Entire home/apt,5,,3,,200
53204972,Riley Park,Entire home/apt,2,1,1,0,200
53221393,Downtown,Entire home/apt,4,2,2,2,200
53221676,Grandview-Woodland,Entire home/apt,4,,2,,200
53223007,Downtown,Entire home/apt,4,2,2,0,200
53230371,Riley Park,Entire home/apt,3,1,1,2,200
53236759,Downtown,Entire home/apt,2,1,1,2,200
53239738,Mount Pleasant,Entire home/apt,3,1,1,1,200
53240006,Downtown Eastside,Entire home/apt,4,1,3,3,200
53266421,Riley Park,Entire home/apt,4,1,2,2,200
53281286,Kitsilano,Entire home/apt,4,1,2,2,200
53282868,Downtown,Entire home/apt,2,1,1,2,200
53296529,Grandview-Woodland,Entire home/apt,2,2,1,1,200
53309359,Downtown,Entire home/apt,4,2,2,2,200
53312417,Strathcona,Entire home/apt,4,1,2,3,200
53312843,Mount Pleasant,Entire home/apt,4,1,2,3,200
53313024,Strathcona,Entire home/apt,5,1,2,3,200
53313118,Mount Pleasant,Entire home/apt,4,1,2,3,200
53339583,Arbutus Ridge,Entire home/apt,3,1,1,0,200
53343134,Sunset,Entire home/apt,8,2,3,4,200
53344603,Downtown Eastside,Entire home/apt,8,,4,,200
53347228,Hastings-Sunrise,Entire home/apt,2,1,1,1,200
53348746,Mount Pleasant,Entire home/apt,2,1,1,0,200
53382359,Hastings-Sunrise,Entire home/apt,3,1,1,2,200
53383620,Mount Pleasant,Entire home/apt,2,1,1,1,200
53395597,Renfrew-Collingwood,Entire home/apt,4,1,2,2,200
53400329,Downtown,Private room,1,1,1,2,200
53421362,Downtown,Entire home/apt,4,1,1,2,200
53437636,Kensington-Cedar Cottage,Entire home/apt,5,1,3,3,200
53447685,Downtown,Entire home/apt,4,2,2,2,200
53479392,Kitsilano,Entire home/apt,4,1,2,3,200
53483895,Renfrew-Collingwood,Entire home/apt,4,1,1,2,200
53514361,Kensington-Cedar Cottage,Entire home/apt,2,1,1,1,200
53521306,Downtown,Entire home/apt,2,1,1,1,200
53523917,Downtown,Entire home/apt,2,1,0,0,200
53572143,Kensington-Cedar Cottage,Entire home/apt,5,1,2,3,200
53576801,Downtown Eastside,Entire home/apt,2,,1,,200
53589380,Marpole,Entire home/apt,4,,1,,200
53595567,Riley Park,Entire home/apt,5,2.5,3,3,200
53596215,Renfrew-Collingwood,Entire home/apt,3,1,1,1,200
53612566,Mount Pleasant,Entire home/apt,4,1,1,2,200
53623847,Mount Pleasant,Entire home/apt,6,2,3,3,200
53625046,Downtown,Entire home/apt,5,2,3,3,200
53625783,West End,Entire home/apt,2,1,1,1,200
53628096,Renfrew-Collingwood,Entire home/apt,4,2,2,2,200
53648422,West End,Private room,1,1,1,0,200
53650580,Grandview-Woodland,Entire home/apt,2,1,1,0,200
53664325,Downtown,Entire home/apt,2,,2,,200
53675968,Downtown,Entire home/apt,6,2,3,4,200
53686125,West End,Private room,2,,,,200
53720026,Downtown,Entire home/apt,4,1,1,2,200
53726311,West End,Entire home/apt,2,,1,,200
53730855,Downtown Eastside,Entire home/apt,2,1,0,0,200
53766103,Downtown,Entire home/apt,2,,1,,200
53772718,Kitsilano,Private room,1,1,1,0,200
53780504,Oakridge,Private room,1,1,1,1,200
53812295,Mount Pleasant,Entire home/apt,2,,1,,200
53813671,West End,Entire home/apt,2,,1,,200
53814869,West End,Entire home/apt,2,1,1,1,200
53817474,Killarney,Entire home/apt,6,2,3,3,200
53828673,South Cambie,Entire home/apt,4,1,2,2,201
53833651,Marpole,Entire home/apt,4,1,1,2,201
53835039,West End,Entire home/apt,2,1,1,0,201
53835714,West End,Entire home/apt,2,1,1,1,201
53837470,Kitsilano,Entire home/apt,2,1,0,1,201
53862186,Downtown,Entire home/apt,3,,1,,201
53864196,Downtown,Entire home/apt,5,2,3,4,201
53868586,Downtown,Entire home/apt,6,2,3,4,201
53878386,Arbutus Ridge,Entire home/apt,9,3.5,5,5,201
53908651,West End,Entire home/apt,1,1,1,1,201
53919299,Mount Pleasant,Entire home/apt,8,2,2,0,201
53953082,Renfrew-Collingwood,Private room,1,,1,,201
53970656,Riley Park,Entire home/apt,4,1,2,2,201
53981785,West End,Entire home/apt,4,1,1,2,201
53989770,Hastings-Sunrise,Entire home/apt,4,,2,,201
54003576,Riley Park,Private room,2,1,1,1,201
54003850,Downtown,Entire home/apt,3,1,1,2,201
54060797,Dunbar Southlands,Entire home/apt,5,2,3,3,201
54097525,Downtown,Entire home/apt,4,1,1,2,202
54111673,Marpole,Entire home/apt,6,,3,,202
54125257,Renfrew-Collingwood,Entire home/apt,2,1,1,0,203
54146055,Renfrew-Collingwood,Entire home/apt,2,1,1,0,203
54147626,Killarney,Private room,1,1,1,0,203
54163567,Grandview-Woodland,Entire home/apt,4,1,2,2,203
54177005,Downtown Eastside,Entire home/apt,2,1,1,1,203
54183138,Downtown,Entire home/apt,3,1,1,0,203
54194548,West End,Private room,2,1,1,0,203
54214233,West End,Private room,2,1,1,1,203
54217464,Kitsilano,Private room,2,1.5,1,1,203
54232388,Renfrew-Collingwood,Entire home/apt,2,1,1,1,203
54239422,Downtown,Entire home/apt,4,1,1,2,203
54240909,Downtown,Entire home/apt,3,1,1,0,203
54243757,Downtown Eastside,Entire home/apt,2,1,1,1,203
54245903,Victoria-Fraserview,Entire home/apt,2,1,1,0,203
54267743,Downtown,Private room,2,1,1,1,204
54271255,Kitsilano,Entire home/apt,4,2,2,2,204
54279568,Downtown,Entire home/apt,6,2.5,2,0,204
54283005,Kitsilano,Entire home/apt,5,1,2,4,204
54295911,Kensington-Cedar Cottage,Entire home/apt,4,1,2,3,204
54298019,Kensington-Cedar Cottage,Entire home/apt,5,1,3,4,204
54307188,Kensington-Cedar Cottage,Entire home/apt,2,1,1,2,204
54342824,Downtown,Entire home/apt,2,1,0,0,204
54343169,Downtown,Entire home/apt,4,1,1,0,204
54343284,Downtown,Entire home/apt,6,1,2,3,204
54345288,Downtown,Entire home/apt,10,2.5,2,0,204
54355446,West End,Entire home/apt,6,2,3,3,204
54365821,Downtown,Entire home/apt,6,1,2,3,204
54365910,Downtown,Entire home/apt,2,1,0,0,205
54366045,Downtown,Entire home/apt,4,1,1,1,205
54372129,Downtown,Entire home/apt,3,1,1,2,205
54391818,West End,Entire home/apt,4,1,1,1,205
5.02E+17,Kitsilano,Entire home/apt,3,2,2,0,205
5.11E+17,Downtown,Entire home/apt,2,1,1,1,205
5.14E+17,Kitsilano,Entire home/apt,4,,2,,205
5.14E+17,Hastings-Sunrise,Entire home/apt,3,1.5,2,2,205
5.37E+17,Downtown,Private room,1,1,1,1,205
5.38E+17,Downtown,Private room,1,1,1,1,205
5.40E+17,Downtown,Entire home/apt,6,2,2,2,205
5.41E+17,Mount Pleasant,Entire home/apt,5,3,3,0,205
5.43E+17,Downtown,Entire home/apt,9,2,3,5,205
5.43E+17,Mount Pleasant,Entire home/apt,2,1,1,0,205
5.44E+17,Kitsilano,Entire home/apt,6,2,2,3,205
5.44E+17,Kitsilano,Entire home/apt,5,,3,,205
5.45E+17,Renfrew-Collingwood,Entire home/apt,2,,1,,205
5.46E+17,Victoria-Fraserview,Entire home/apt,7,2,3,4,205
5.46E+17,Renfrew-Collingwood,Private room,1,2,1,1,205
5.47E+17,Kitsilano,Entire home/apt,4,,2,,205
5.47E+17,Kitsilano,Entire home/apt,3,1.5,2,0,205
5.47E+17,Downtown,Entire home/apt,4,1,1,0,205
5.47E+17,Kensington-Cedar Cottage,Entire home/apt,4,,2,,206
5.49E+17,Riley Park,Entire home/apt,4,1,2,0,206
5.49E+17,Downtown,Entire home/apt,6,2,2,3,206
5.49E+17,Fairview,Entire home/apt,6,1.5,2,3,206
5.50E+17,Grandview-Woodland,Entire home/apt,6,1,3,3,206
5.50E+17,Downtown,Private room,2,1,1,1,206
5.51E+17,Downtown,Entire home/apt,2,1,1,1,206
5.51E+17,Renfrew-Collingwood,Entire home/apt,4,1,2,0,206
5.51E+17,Dunbar Southlands,Entire home/apt,2,1,1,0,206
5.52E+17,Downtown,Private room,2,0,0,1,206
5.52E+17,Riley Park,Entire home/apt,4,2,2,4,206
5.52E+17,Mount Pleasant,Entire home/apt,3,1,0,1,206
5.53E+17,Hastings-Sunrise,Entire home/apt,6,,3,,206
5.53E+17,West End,Entire home/apt,4,1,1,2,206
5.54E+17,Downtown,Entire home/apt,5,2,3,3,206
5.54E+17,Downtown,Entire home/apt,8,2,2,4,207
5.54E+17,Downtown,Entire home/apt,4,1,1,2,207
5.54E+17,Renfrew-Collingwood,Private room,3,1,2,2,207
5.57E+17,Downtown,Entire home/apt,3,1,1,3,207
5.58E+17,Downtown,Entire home/apt,4,2,1,3,207
5.59E+17,Hastings-Sunrise,Entire home/apt,6,1,3,4,207
5.59E+17,Mount Pleasant,Entire home/apt,4,1,1,1,207
5.60E+17,Kitsilano,Entire home/apt,5,3,2,3,207
5.61E+17,Renfrew-Collingwood,Entire home/apt,4,1,2,2,207
5.62E+17,Downtown,Entire home/apt,4,2,2,2,208
5.63E+17,Downtown,Entire home/apt,5,1,1,2,208
5.63E+17,Kensington-Cedar Cottage,Entire home/apt,6,2,3,3,208
5.63E+17,Downtown,Entire home/apt,4,1,1,2,208
5.63E+17,Downtown,Entire home/apt,4,2,2,2,208
5.64E+17,Downtown,Entire home/apt,3,,1,,208
5.64E+17,Downtown,Entire home/apt,2,,1,,208
5.64E+17,Downtown,Entire home/apt,2,1,1,1,208
5.64E+17,Marpole,Entire home/apt,1,1,0,1,208
5.65E+17,Hastings-Sunrise,Entire home/apt,6,3,3,3,208
5.66E+17,Downtown,Entire home/apt,4,1,1,2,209
5.67E+17,Killarney,Private room,1,1,1,0,209
5.67E+17,Kensington-Cedar Cottage,Entire home/apt,6,3,4,5,209
5.68E+17,Marpole,Entire home/apt,7,2,3,4,209
5.69E+17,Kitsilano,Private room,1,1,1,1,209
5.69E+17,Kensington-Cedar Cottage,Entire home/apt,2,1,1,2,209
5.69E+17,Mount Pleasant,Entire home/apt,3,1,1,2,209
5.70E+17,West End,Entire home/apt,3,1,1,1,209
5.70E+17,Kitsilano,Private room,2,,1,,209
5.72E+17,Renfrew-Collingwood,Entire home/apt,2,1,0,0,209
5.73E+17,Downtown,Entire home/apt,4,,2,,210
5.73E+17,Kitsilano,Entire home/apt,2,,1,,210
5.73E+17,Kensington-Cedar Cottage,Entire home/apt,3,1,2,2,210
5.73E+17,Downtown,Entire home/apt,3,1,1,2,210
5.75E+17,Grandview-Woodland,Private room,1,1.5,1,1,210
5.75E+17,Downtown Eastside,Entire home/apt,4,1,1,2,210
5.75E+17,Downtown,Entire home/apt,3,1,1,2,210
5.76E+17,Victoria-Fraserview,Entire home/apt,2,1,1,1,210
5.76E+17,Downtown,Entire home/apt,3,1,1,1,210
5.76E+17,Dunbar Southlands,Entire home/apt,8,1.5,2,2,210
5.76E+17,Victoria-Fraserview,Entire home/apt,4,1,2,2,210
5.76E+17,West End,Entire home/apt,4,1,0,1,210
5.78E+17,Downtown,Entire home/apt,4,,2,,210
5.78E+17,Downtown,Entire home/apt,4,2,2,2,210
5.78E+17,Downtown,Entire home/apt,3,1,1,0,210
5.78E+17,Downtown,Entire home/apt,4,1,1,2,210
5.79E+17,Kitsilano,Entire home/apt,10,3.5,5,5,210
5.79E+17,Downtown,Entire home/apt,3,1,1,1,210
5.80E+17,Grandview-Woodland,Entire home/apt,4,2,2,2,210
5.80E+17,Downtown,Entire home/apt,4,1,2,2,210
5.81E+17,Downtown Eastside,Entire home/apt,2,,,,210
5.81E+17,Downtown,Entire home/apt,9,2,3,3,210
5.81E+17,Downtown,Entire home/apt,3,1,2,2,210
5.82E+17,Downtown Eastside,Entire home/apt,3,1,1,0,210
5.82E+17,Renfrew-Collingwood,Entire home/apt,8,2,3,4,210
5.83E+17,Hastings-Sunrise,Entire home/apt,4,1,2,0,211
5.83E+17,Downtown,Entire home/apt,2,1,1,1,211
5.84E+17,Downtown,Entire home/apt,3,1,1,1,211
5.84E+17,Downtown,Entire home/apt,8,2,4,6,211
5.84E+17,Mount Pleasant,Entire home/apt,5,1,2,3,211
5.84E+17,Downtown,Entire home/apt,4,1,1,2,211
5.86E+17,Downtown,Entire home/apt,4,2,2,2,211
5.86E+17,Downtown,Entire home/apt,6,,1,,211
5.87E+17,West End,Entire home/apt,5,,2,,211
5.87E+17,Renfrew-Collingwood,Entire home/apt,2,1,1,1,211
5.87E+17,Downtown,Entire home/apt,3,1,1,2,212
5.88E+17,Downtown Eastside,Entire home/apt,4,1,1,2,212
5.88E+17,Downtown Eastside,Entire home/apt,4,2.5,2,2,212
5.89E+17,Downtown,Entire home/apt,4,,2,,212
5.89E+17,Downtown Eastside,Entire home/apt,2,1,1,1,212
5.89E+17,Downtown,Entire home/apt,2,1,1,1,212
5.89E+17,Downtown,Entire home/apt,4,1,2,2,212
5.90E+17,Kitsilano,Entire home/apt,2,1,1,1,212
5.90E+17,Downtown,Entire home/apt,2,1,1,1,212
5.91E+17,West End,Entire home/apt,8,2,5,0,213
5.91E+17,Hastings-Sunrise,Entire home/apt,2,1,1,0,213
5.92E+17,Dunbar Southlands,Private room,2,1,1,0,213
5.92E+17,Dunbar Southlands,Private room,2,1,1,1,213
5.92E+17,Mount Pleasant,Entire home/apt,7,2.5,3,4,213
5.92E+17,Downtown,Entire home/apt,2,1,1,1,213
5.94E+17,Downtown,Entire home/apt,2,1,1,2,213
5.94E+17,West End,Entire home/apt,2,1,1,1,213
5.94E+17,Kitsilano,Entire home/apt,2,1,1,1,213
5.95E+17,Downtown,Entire home/apt,5,2,3,3,213
5.95E+17,Riley Park,Entire home/apt,4,1.5,1,2,214
5.95E+17,Downtown,Entire home/apt,4,1,1,3,214
5.95E+17,Downtown,Entire home/apt,4,1,1,1,214
5.95E+17,Dunbar Southlands,Private room,2,1,1,1,214
5.96E+17,Kensington-Cedar Cottage,Entire home/apt,5,1.5,1,3,214
5.97E+17,Dunbar Southlands,Private room,2,1,1,2,214
5.97E+17,Kensington-Cedar Cottage,Entire home/apt,4,1,2,2,214
5.97E+17,Riley Park,Entire home/apt,9,3,4,5,214
5.98E+17,Kensington-Cedar Cottage,Entire home/apt,2,1,1,1,214
5.98E+17,South Cambie,Entire home/apt,5,,2,,214
5.98E+17,Kitsilano,Entire home/apt,2,1,1,1,214
5.98E+17,Downtown,Entire home/apt,3,1,0,2,214
5.99E+17,Mount Pleasant,Entire home/apt,2,1,1,1,214
5.99E+17,Downtown,Entire home/apt,7,2,3,4,214
5.99E+17,Downtown,Private room,2,1.5,1,1,214
5.99E+17,Downtown Eastside,Entire home/apt,4,1,1,2,214
5.99E+17,Mount Pleasant,Entire home/apt,3,1,1,1,214
6.00E+17,Downtown,Entire home/apt,3,1,1,2,214
6.01E+17,Hastings-Sunrise,Private room,2,1,1,0,215
6.01E+17,Downtown Eastside,Entire home/apt,3,1.5,1,1,215
6.01E+17,Downtown,Entire home/apt,2,1,1,0,215
6.02E+17,Riley Park,Private room,2,1,1,0,215
6.03E+17,Sunset,Entire home/apt,3,1,1,2,215
6.03E+17,Downtown,Entire home/apt,5,1.5,2,2,215
6.03E+17,Downtown,Entire home/apt,4,1,1,2,215
6.03E+17,Downtown,Entire home/apt,4,1,1,2,215
6.04E+17,Hastings-Sunrise,Entire home/apt,8,1,4,3,215
6.04E+17,West End,Entire home/apt,2,1,1,1,215
6.04E+17,Downtown Eastside,Entire home/apt,4,1,2,2,215
6.04E+17,Downtown Eastside,Entire home/apt,4,,2,,215
6.05E+17,Downtown,Entire home/apt,4,1,1,2,215
6.05E+17,Downtown,Entire home/apt,2,1,1,1,216
6.05E+17,Downtown,Entire home/apt,2,1,0,1,216
6.07E+17,Hastings-Sunrise,Entire home/apt,4,2,3,3,216
6.08E+17,Downtown,Private room,4,,2,,216
6.08E+17,Kitsilano,Entire home/apt,4,,2,,216
6.08E+17,Downtown,Private room,1,1,1,0,217
6.09E+17,Fairview,Entire home/apt,2,,1,,217
6.09E+17,Kitsilano,Entire home/apt,2,1,1,1,217
6.09E+17,Kensington-Cedar Cottage,Entire home/apt,4,1,2,2,217
6.09E+17,Kensington-Cedar Cottage,Entire home/apt,2,1,1,1,217
6.10E+17,Downtown,Entire home/apt,6,2,3,3,218
6.10E+17,Downtown,Private room,1,,,,218
6.11E+17,Killarney,Entire home/apt,4,1,2,2,218
6.11E+17,Marpole,Entire home/apt,4,2,2,2,218
6.12E+17,Marpole,Entire home/apt,2,1,1,1,218
6.12E+17,Downtown,Entire home/apt,4,1,1,2,219
6.12E+17,Hastings-Sunrise,Entire home/apt,2,1,1,1,219
6.12E+17,Mount Pleasant,Entire home/apt,3,,2,,219
6.12E+17,Riley Park,Entire home/apt,14,4,7,7,219
6.12E+17,Fairview,Entire home/apt,4,1,1,1,219
6.13E+17,Downtown,Private room,1,1,1,0,219
6.13E+17,Mount Pleasant,Entire home/apt,2,1,1,1,219
6.14E+17,Downtown,Entire home/apt,6,2.5,3,3,219
6.14E+17,Sunset,Entire home/apt,6,2.5,3,3,219
6.14E+17,Grandview-Woodland,Entire home/apt,2,1,1,2,219
6.14E+17,Killarney,Entire home/apt,4,1,2,2,219
6.14E+17,Grandview-Woodland,Private room,2,1.5,1,1,219
6.15E+17,Downtown,Entire home/apt,4,1,1,2,219
6.15E+17,Mount Pleasant,Entire home/apt,2,,1,,219
6.15E+17,Arbutus Ridge,Entire home/apt,2,1,1,1,220
6.16E+17,Riley Park,Entire home/apt,5,1,2,4,220
6.16E+17,Fairview,Entire home/apt,2,1,1,1,220
6.16E+17,Downtown,Entire home/apt,6,2,2,3,220
6.16E+17,Mount Pleasant,Entire home/apt,4,2.5,2,3,220
6.16E+17,Fairview,Entire home/apt,4,3.5,3,3,220
6.16E+17,Downtown Eastside,Entire home/apt,2,0,2,0,220
6.17E+17,Marpole,Entire home/apt,3,1,1,2,220
6.18E+17,Kitsilano,Entire home/apt,5,,2,,220
6.18E+17,Riley Park,Entire home/apt,4,,2,,220
6.18E+17,Riley Park,Entire home/apt,2,1,1,1,220
6.18E+17,Dunbar Southlands,Private room,4,,2,,220
6.18E+17,Renfrew-Collingwood,Entire home/apt,5,1.5,2,3,220
6.19E+17,Hastings-Sunrise,Entire home/apt,8,2,3,4,220
6.19E+17,Arbutus Ridge,Entire home/apt,4,1,2,2,220
6.20E+17,Kitsilano,Entire home/apt,4,1,2,1,220
6.20E+17,Arbutus Ridge,Entire home/apt,3,1,1,2,220
6.20E+17,West End,Entire home/apt,2,1,0,2,220
6.20E+17,Kitsilano,Entire home/apt,4,1,2,2,220
6.21E+17,Grandview-Woodland,Entire home/apt,2,1,1,1,220
6.21E+17,Downtown,Entire home/apt,8,2,3,4,220
6.22E+17,Kensington-Cedar Cottage,Entire home/apt,4,1,2,0,220
6.22E+17,Renfrew-Collingwood,Private room,1,2,1,1,220
6.22E+17,Downtown,Entire home/apt,3,1,1,1,221
6.22E+17,West End,Entire home/apt,4,2,2,2,221
6.24E+17,West End,Entire home/apt,2,1,1,1,221
6.24E+17,Kensington-Cedar Cottage,Entire home/apt,2,1,0,1,221
6.25E+17,Arbutus Ridge,Private room,1,1,1,1,221
6.25E+17,Downtown,Entire home/apt,2,,1,,221
6.25E+17,Downtown,Entire home/apt,2,1,1,1,221
6.25E+17,Hastings-Sunrise,Entire home/apt,2,1,1,0,221
6.25E+17,Victoria-Fraserview,Entire home/apt,6,2.5,3,3,221
6.25E+17,West End,Entire home/apt,3,1,1,0,221
6.25E+17,Hastings-Sunrise,Entire home/apt,2,1,1,0,221
6.26E+17,Downtown,Entire home/apt,6,2,2,2,221
6.26E+17,Hastings-Sunrise,Entire home/apt,4,2,2,0,222
6.26E+17,Riley Park,Entire home/apt,3,1,1,3,222
6.26E+17,Downtown,Entire home/apt,2,1,1,1,222
6.26E+17,Downtown,Entire home/apt,3,1,1,2,222
6.26E+17,Downtown Eastside,Entire home/apt,2,1,1,1,222
6.26E+17,Downtown,Entire home/apt,4,1,1,1,222
6.27E+17,Downtown,Entire home/apt,6,,3,,223
6.27E+17,Kensington-Cedar Cottage,Entire home/apt,12,4,6,0,223
6.28E+17,Riley Park,Entire home/apt,2,1,0,0,223
6.28E+17,Downtown,Entire home/apt,4,1,1,2,223
6.28E+17,Sunset,Entire home/apt,3,,2,,223
6.28E+17,Kitsilano,Entire home/apt,3,2,1,2,223
6.29E+17,Kitsilano,Entire home/apt,2,1,1,0,223
6.29E+17,Mount Pleasant,Entire home/apt,4,1,1,2,223
6.29E+17,West End,Entire home/apt,2,1,1,0,223
6.30E+17,Riley Park,Entire home/apt,4,2,2,2,223
6.31E+17,Kensington-Cedar Cottage,Entire home/apt,6,,3,,223
6.31E+17,West End,Entire home/apt,2,1,1,0,223
6.31E+17,Shaughnessy,Private room,2,,,,224
6.31E+17,Downtown,Entire home/apt,5,1,1,5,224
6.31E+17,Downtown,Entire home/apt,4,1,2,2,224
6.31E+17,Downtown,Entire home/apt,4,1,1,2,224
6.32E+17,Renfrew-Collingwood,Entire home/apt,6,2,3,3,224
6.32E+17,Downtown,Entire home/apt,6,,2,,224
6.32E+17,Downtown,Entire home/apt,5,,1,,224
6.33E+17,Downtown,Entire home/apt,2,1,1,1,224
6.33E+17,Downtown,Entire home/apt,2,,1,,224
6.33E+17,Kensington-Cedar Cottage,Entire home/apt,6,1,2,3,224
6.33E+17,Downtown,Entire home/apt,3,1,2,2,224
6.33E+17,Downtown,Entire home/apt,2,1,1,1,224
6.33E+17,Kitsilano,Entire home/apt,2,1.5,1,1,224
6.33E+17,Arbutus Ridge,Entire home/apt,4,1,2,2,225
6.34E+17,Downtown,Entire home/apt,4,1,1,2,225
6.34E+17,Downtown,Entire home/apt,4,2,2,2,225
6.34E+17,Hastings-Sunrise,Entire home/apt,4,1,2,3,225
6.34E+17,Downtown,Entire home/apt,2,1,1,1,225
6.34E+17,Downtown,Entire home/apt,2,1,0,1,225
6.35E+17,Shaughnessy,Private room,2,,,,225
6.35E+17,Downtown,Entire home/apt,3,1,1,1,225
6.35E+17,Renfrew-Collingwood,Private room,2,1,1,1,225
6.36E+17,Oakridge,Entire home/apt,14,4,8,9,225
6.36E+17,Downtown,Entire home/apt,2,1,1,1,225
6.36E+17,Renfrew-Collingwood,Private room,2,1,1,1,225
